name	inn	Company name	revenue_2021_mln_$USA
ХЕЙЛВУД	7839068940	Halewood International	7,2
ГРУПО АНТОЛИН НИЖНИЙ НОВГОРОД	5263099630	Grupo Antolín	7,1
АЛЕРС РУС	7719475944	Ahlers AG	7,1
ПСС ГРАЙТЕК	7842346242	GRAITEC	7,1
ООО "ДЕНТОНС ЮРОП"	7825126046	Dentons	7,0
ООО "ЖЕНЕРИКС ГРУПП ВОСТОК"	7725346425	Generix Group	7,0
ГОРИГО	7841357795	Raven Property Group Limited	7,0
ООО "СОЛЬВЕЙ ВОСТОК"	7743085960	Solvay	7,0
ООО "АЙДЕКС ЛАБОРАТОРИЗ"	7714348100	Idexx Labs	7,0
ООО "ИММЕРГАЗ"	7709897295	IMMERGAS	7,0
ООО "КОДАК"	7705306061	Kodak Alaris	7,0
ООО ЭСРИ СНГ	7743692058	Esri	7,0
ООО "ТРИМБЛ РУС"	7728582854	Trimble	7,0
ЛОТТЕ ИНТЕРНЕШНЛ МИХАЙЛОВКА	2511076010	Lotte Corporation	7,0
ООО "ХАНКЕМОЛЛЕР РАША"	7716909400	Hunkemoller	7,0
СИМОНА РУС	7725729442	Simona	6,9
ЛОГИТЕК	7734597633	Logitech	6,9
АМЕК ФОСТЕР УИЛЕР	7728561710	Amec Foster Wheeler	6,9
ЭР ЛИКИД БАЛАКОВО	6439074715	Air Liquide	6,8
АКЦИОНЕРНОЕ ОБЩЕСТВО ОТЕЛЬ АРКТИКА	5190151357	Azimut Holding	6,8
КЕТЕР РУС	9729060597	Keter Group	6,8
ТЕРРА ИНФРАСТРУКТУРА	7814408881	ThyssenKrupp	6,7
ВОКХАРД БИО (Р)	7729472212	Wockhardt	6,7
ФЕРРИНГ ФАРМАСЕТИКАЛЗ	7704721315	Ferring Pharmaceuticals	6,7
ТЕХНОФОРМ БАУТЕК РУС	7704339787	Technoform	6,7
БАУСТОК	7718596590	Gretsch-Unitas	6,7
ЧЕРНОМОРСЕРВИС	2315141841	SOCAR	6,6
ДЛФ	7715833236	DLF	6,6
ДЖУНИПЕР НЕТВОРКИНГ СОЛЮШНЗ	7704881206	Juniper Networks	6,6
СМСИ - РУС	5072726954	SMC	6,6
ВИНТЕРШТАЙГЕР	7727651760	Wintersteiger	6,6
КАВАЙ ПИАНО	7714939279	Kawai Musical Instruments	6,6
ОПТИБЕЛТ ПАУЕР ТРАНСМИШН	5007055400	Optibelt	6,6
ЦГ СВЕТ	7714325046	Zumtobel Group	6,6
ПИЩЕ-ПОЛИ-ПЛАСТ	7701247827	Nisa	6,6
ЭКСТЕРРАН ВОСТОК	7707758176	Exterran Corporation	6,5
ВИССМАНН ЛИПЕЦК	4802025455	Viessmann	6,5
ХЁРБИГЕР	7703111250	Hoerbiger Holding	6,5
СИДЖЕЙ РАВИОЛЛО РУС	7807024933	CJ CheilJedang	6,5
ХОРИБА	7715900891	Horiba	6,5
БИЛФИНГЕР ТЕБОДИН РУС	9709066174	Bilfinger	6,5
ЛАМНАЛКО	2315158034	Smit International	6,4
ППФ РИЭЛ ИСТЕЙТ РАША	7710612071	PPF	6,4
РИЗО ЕВРАЗИЯ	7719747130	Riso Kagaku Corporation	6,4
ЛИНДЕ ГАЗ ЛИПЕЦК	4826137800	Linde	6,4
РОКВЕЛЛ АУТОМЕЙШН	7705913080	Rockwell Automation	6,4
ЦИРЕТ	5032195062	Storch-Ciret	6,4
ОЕРЛИКОН ОСС СНГ	5027193214	Oerlikon Balzers	6,4
МЕССЕ ФРАНКФУРТ РУС	7705365187	Messe Frankfurt	6,4
ЛИНДЕ ГАЗ НОВОТРОИЦК	5607142887	Linde	6,4
КОУТС	7715385954	Coats Group	6,3
ФИРМА ЮМО	7727087543	JUMO	6,3
БРИТА	7705868543	Brita	6,3
ДАМЕН ИНЖИНИРИНГ	7813635881	Damen Group	6,3
МИРАНТИС ИТ	7718834125	Mirantis	6,2
КЕНИГ УНД БАУЭР РУС	7736500291	Koenig & Bauer	6,2
ЭН-ЭКС-ПИ СЕМИКОНДАКТОРС МОСКВА	7710532813	NXP Semiconductors	6,1
ЮНИВЕРСАЛ МЬЮЗИК ПАБЛИШИНГ	7730112944	Universal Music Group	6,1
ДХЛ ГЛОБАЛ ФОРВАРДИНГ КАСТОМС	5047243368	DHL	6,1
ООО "ЛИФАН МОТОРС РУС"	7743827435	Lifan	6,0
ООО "ЛИСЕЦ СИАЙЭС"	9701040449	Lisec	6,0
КОРНЕЛИУС РУС	7715996752	Marmon Group	6,0
ООО "КОНСУ"	7842531615	Accountor	6,0
ООО "МАН ЭНЕРДЖИ СОЛЮШНС РУС"	7718687689	MAN Energy Solutions	6,0
ООО "ИКЕА ЗАКУПОЧНЫЕ УСЛУГИ РУС"	5047183743	IKEA	6,0
ООО "МИЦУБИСИ КОРПОРЕЙШН (РУС)"	7705540343	Mitsubishi Corporation	6,0
АО "БЕЙКЕР ХЬЮЗ ТЕХНОЛОГИИ И ТРУБОПРОВОДНЫЙ СЕРВИС"	7707137002	Baker Hughes	6,0
АО "БЕЙКЕР ТИЛЛИ РУС"	7704154440	Baker Tilly	6,0
ООО "ЭВЕРШЕДС САТЕРЛЕНД"	7703618107	Eversheds Sutherland	6,0
ООО "СИНОПСИС СПБ"	7804146281	Synopsys	6,0
АПФИЛД РУСЬ	7743262947	Upfield	6,0
ООО "ЦЕРАТИЗИТ"	1655140040	Ceratizit	6,0
ООО "БРАВ РУ"	7704462090	Brav	6,0
ООО "БЕЛЛЕРАЖ АУТСОРСИНГ И КОНСАЛТИНГ"	7707743155	Bellerage	6,0
ВЕЙЧАЙ-РУС ТРЕЙДИНВЕСТ	6732052992	Weichai Power	6,0
ООО "ЕКЕ-ИНЖИНИРИНГ"	7841334903	EKE Group	6,0
ООО "КОМЬЮТО РУС"	7707370810	BlaBlaCar	6,0
ООО "САРЕНС КРАН РУ"	7203470050	Sarens	6,0
ООО "ЛАДА"	3610000945	Renault	6,0
АУТОНЕУМ РУС	6229045500	Autoneum	5,9
КЕЙДЕНС ДИЗАЙН СИСТЕМЗ	7706505535	Cadence Design Systems	5,9
ПСИ	7705847350	Psi	5,9
ДАЙВА РУС	7708340511	Globeride	5,9
РЕДЛЬ И ПАРТНЕРЫ	7701510161	Rödl & Partner	5,8
ОГЛАЕНД СИСТЕМ	7811474950	Hilti	5,8
КОХ-И-НООР ХАРДТМУТ РУС	7743289040	Koh-i-Noor Hardtmuth	5,8
АСХ РУС	7733848436	Aebi Schmidt	5,7
КИСТЛЕР РУС	7810764663	Kistler Group	5,7
АВП РУС	7715663136	Allianz	5,7
ДЖОНСОН ХЕЛС ТЕК РУС	7726458925	Johnson Health Tech	5,7
ЭНВИРО-ХЕМИ ГМБХ	6671126348	Envirochemie	5,6
АТ СНГ	5029247521	Ahmad Tea	5,6
УРАЛЬСКИЙ СТЕКОЛЬНЫЙ ЗАВОД	6658286617	Nipro	5,6
АКЦИОНЕРНОЕ ОБЩЕСТВО БЬЮТИЖ РУС	7722569409	Revlon	5,6
ЛЕНОВО ГЛОБАЛ ТЕХНОЛОДЖИ РАША	5024169196	Lenovo	5,6
АЙЛАВ ДИДЖИТАЛ	7706804670	Hakuhodo	5,6
ШАМИР-РУСЬ	7720731310	Shamir Optical Industry	5,6
КООПЕРЛЬ РУС	7724888721	Cooperl Arc Atlantique	5,6
ДХЛ ГЛОБАЛ МЕЙЛ	7713670064	Deutsche Post	5,5
РМА СЕРВИС	7704598206	TMF Group	5,5
ТОТАЛ СИСТЕМ СЕРВИСЕС-РУС	7704672097	TSYS	5,5
СИУАЙБИЭМ ВОЗНЕСЕНСКИЙ ОТЕЛЬ ЛИЗИНГ	7704264115	Marriott	5,5
ИТЛВ	7810325000	Borges	5,4
РЕЗИЛЮКС-ВОЛГА	4442017544	Eastern Housing Limited	5,4
МСА СЕЙФЕТИ	7733757348	MSA Safety	5,4
ЕМАМИ РУС	7724450279	Emami	5,4
АКЦИОНЕРНОЕ ОБЩЕСТВО КЕМИПЭКС	7701136370	DYO Boya	5,4
ГИГАСЕТ КОММЬЮНИКЕЙШНЗ	7705856298	Gigaset Communications	5,4
ДОЙЧЕ ТЕЛЕКОМ ГБС РУС	7705223633	Deutsche Telekom	5,3
ЦЕНТР ДИАЛИЗА АСТРАХАНЬ	3017048662	Fresenius Medical Care	5,3
ПФАНЛ БАКМИТТЕЛЬ	7718769211	Pfahnl	5,3
ФРАЙЛАК	7725599070	Emil Frei	5,3
КАПШ ТРАФФИККОМ РУССИЯ	7709780184	Kapsch	5,3
МАЙКРОСОФТ ДЕВЕЛОПМЕНТ ЦЕНТР РУС	7735541834	Skype Technologies	5,2
ШЕРДЕЛЬ КАЛУГА	4027099153	Herpa	5,2
ММ КАРТОН РАША	7709415128	Mayr-Melnhof	5,2
ДОМЕТИК РУС	7708716066	Dometic Group	5,2
БОЕ РАША	5024176620	BOE Technology	5,2
ООО "ЛИНДАБ"	7814328481	Lindab	5,2
МЕГГЕР	7704038902	Megger Group Limited	5,1
МЕТРОТ	7719227370	Metalac a.d.	5,1
ГЛОУБКАСТ МОСКВА	7725547805	Globecast	5,1
ВИЛЬМОРИН	7703774586	Vilmorin	5,1
СВЕДИШ ОРФАН БИОВИТРУМ	7708680099	Swedish Orphan Biovitrum	5,1
АЙТИИМФ ЭКСПО	7708326524	Hyve Group plc	5,1
ЗАО "ФОРД МОТОР КОМПАНИ"	4703038767	Ford Motor Company	5,0
ШОТТЕЛЬ	7839443415	Schottel	5,0
ООО "ЧЕК ПОЙНТ (РАША)"	7702528066	Check Point Software	5,0
ФАКЕЛЬМАНН	7723858273	AF Holding	5,0
АО "КИРОВСКИЙ ШИННЫЙ ЗАВОД"	4345300838	Pirelli	5,0
ООО "АСЕР МАРКЕТИНГ СЕРВИСИЗ"	7713688135	Acer	5,0
ООО "ГАРДИАН СТЕКЛО СЕРВИСИС"	6230072113	Guardian Industries	5,0
ООО "КАТЕРПИЛЛАР ДИСТРИБЬЮШН ИНТЕРНЕЙШНЛ"	5044080274	Caterpillar	5,0
КОММЕРШИАЛ БИЗНЕС	9715263163	Baldinini	5,0
ООО "ДУ ЭДЖЕНСИ"	7713137770	Ogilvy & Mather	5,0
ОКСИАЛ АДДИТИВС НСК	5433154698	OCSiAl	5,0
ООО "ЮСКАН РУС"	7718800461	YouScan	5,0
ООО "ПРОМО ДИДЖИТЛ"	7704720576	Ogilvy & Mather	5,0
ООО "ВАКЕР ХЕМИ РУС"	7706274380	Wacker Chemie	5,0
АЛЛАЙД МИНЕРАЛ ПРОДАКТС РУС	1646043339	Allied Corporation	5,0
ООО "АВТОГРИЛЬ РУС"	7841481506	Autogrill	5,0
ОУ-ОУ-СИ-ЭЛ (РАША) ЛИМИТЕД	7805257700	OOCL (Orient Overseas Container Line Limited)	5,0
ООО "АРАМКО ИННОВЕЙШНЗ"	9729273299	Aramco	5,0
ООО "РОКСИА"	7710947367	Roxia	5,0
ООО "ЛЕЙКА КАМЕРА РАША"	9705130975	Leica Camera AG	5,0
